gene	sample	condition	age	cpm
ENSOCUG00000004654	rabA450	RHDV-1_24	adult	4.66870074422011
ENSOCUG00000004654	rabA451	RHDV-1_12	adult	3.78321113090837
ENSOCUG00000004654	rabA452	RHDV-1_12	adult	4.45071827068988
ENSOCUG00000004654	rabK10	RHDV-1_24	kitten	5.45207465653702
ENSOCUG00000004654	rabK11	control	kitten	3.51468943131771
ENSOCUG00000004654	rabK12	control	kitten	3.29932657791932
ENSOCUG00000004654	rabK13	RHDV-1_12	kitten	2.69530942887712
ENSOCUG00000004654	rabK14	control	kitten	4.70786432389628
ENSOCUG00000004654	rabK1	RHDV-1_12	kitten	2.38096501121065
ENSOCUG00000004654	rabK2	control	kitten	3.32742428568003
ENSOCUG00000004654	rabK375	RHDV-2_24	kitten	6.76086806177737
ENSOCUG00000004654	rabK376	RHDV-2_24	kitten	4.67418525264291
ENSOCUG00000004654	rabK377	RHDV-2_24	kitten	5.41784866317987
ENSOCUG00000004654	rabK378	RHDV-2_24	kitten	6.3367087993543
ENSOCUG00000004654	rabK379	RHDV-2_12	kitten	3.8038219740999
ENSOCUG00000004654	rabK380	RHDV-2_12	kitten	4.99411590611683
ENSOCUG00000004654	rabK381	RHDV-2_12	kitten	1.3383347867882
ENSOCUG00000004654	rabK3	control	kitten	3.73953315086208
ENSOCUG00000004654	rabK4	RHDV-1_24	kitten	4.68237903785072
ENSOCUG00000004654	rabK5	RHDV-1_12	kitten	2.94774434369953
ENSOCUG00000004654	rabK6	RHDV-1_24	kitten	3.51783584146246
ENSOCUG00000004654	rabK7	RHDV-1_12	kitten	2.80675742970943
ENSOCUG00000004654	rabK8	RHDV-1_24	kitten	5.68617066534715
ENSOCUG00000004654	rabK9	control	kitten	2.82852984304541
ENSOCUG00000004704	rabA130	control	adult	0.16978691745754
ENSOCUG00000004704	rabA440	control	adult	0.222154808192466
ENSOCUG00000004704	rabA443	RHDV-1_24	adult	0.693167922282276
ENSOCUG00000004704	rabA444	RHDV-1_12	adult	0.23520361566684
ENSOCUG00000004704	rabA445	control	adult	0.251013994827793
ENSOCUG00000004704	rabA446	control	adult	0.128616186908795
ENSOCUG00000004704	rabA447	control	adult	0.269880932939587
ENSOCUG00000004704	rabA448	RHDV-1_24	adult	1.09364482483685
ENSOCUG00000004704	rabA449	RHDV-1_24	adult	0.532018786026518
ENSOCUG00000004704	rabA450	RHDV-1_24	adult	0.241484521252765
ENSOCUG00000004704	rabA451	RHDV-1_12	adult	0.266423319078054
ENSOCUG00000004704	rabA452	RHDV-1_12	adult	0.374797328058095
ENSOCUG00000004704	rabK10	RHDV-1_24	kitten	0.107961874386872
ENSOCUG00000004704	rabK11	control	kitten	0.0524580512136972
ENSOCUG00000004704	rabK12	control	kitten	0.149969389905424
ENSOCUG00000004704	rabK13	RHDV-1_12	kitten	0.0612570324744799
ENSOCUG00000004704	rabK14	control	kitten	0.240197159382463
ENSOCUG00000004704	rabK1	RHDV-1_12	kitten	0.216451364655514
ENSOCUG00000004704	rabK2	control	kitten	0.123237936506668
ENSOCUG00000004704	rabK375	RHDV-2_24	kitten	0.815966835042097
ENSOCUG00000004704	rabK376	RHDV-2_24	kitten	0.901047759545622
ENSOCUG00000004704	rabK377	RHDV-2_24	kitten	0.740902381289555
ENSOCUG00000004704	rabK378	RHDV-2_24	kitten	0.844894506580573
ENSOCUG00000004704	rabK379	RHDV-2_12	kitten	0.195067793543585
ENSOCUG00000004704	rabK380	RHDV-2_12	kitten	0.265174295900009
ENSOCUG00000004704	rabK381	RHDV-2_12	kitten	0.223055797798034
ENSOCUG00000004704	rabK3	control	kitten	0.0901092325508935
ENSOCUG00000004704	rabK4	RHDV-1_24	kitten	0.173421445846323
ENSOCUG00000004704	rabK5	RHDV-1_12	kitten	0.193294711062265
ENSOCUG00000004704	rabK6	RHDV-1_24	kitten	0.293152986788538
ENSOCUG00000004704	rabK7	RHDV-1_12	kitten	0.288930911881853
ENSOCUG00000004704	rabK8	RHDV-1_24	kitten	0.39670958130329
ENSOCUG00000004704	rabK9	control	kitten	0
ENSOCUG00000004710	rabA130	control	adult	52.9310715173882
ENSOCUG00000004710	rabA440	control	adult	62.2588849959386
ENSOCUG00000004710	rabA443	RHDV-1_24	adult	948.253717682154
ENSOCUG00000004710	rabA444	RHDV-1_12	adult	94.0814462667361
ENSOCUG00000004710	rabA445	control	adult	69.3802681704019
ENSOCUG00000004710	rabA446	control	adult	77.3626364256399
ENSOCUG00000004710	rabA447	control	adult	184.490605757502
ENSOCUG00000004710	rabA448	RHDV-1_24	adult	1404.59148378421
ENSOCUG00000004710	rabA449	RHDV-1_24	adult	1127.98623013342
ENSOCUG00000004710	rabA450	RHDV-1_24	adult	128.992981769185
ENSOCUG00000004710	rabA451	RHDV-1_12	adult	86.3211553812896
ENSOCUG00000004710	rabA452	RHDV-1_12	adult	85.7348887932892
ENSOCUG00000004710	rabK10	RHDV-1_24	kitten	94.1427544653522
ENSOCUG00000004710	rabK11	control	kitten	60.6939652542477
ENSOCUG00000004710	rabK12	control	kitten	70.7105673404073
ENSOCUG00000004710	rabK13	RHDV-1_12	kitten	81.4718531910583
ENSOCUG00000004710	rabK14	control	kitten	62.403222007564
ENSOCUG00000004710	rabK1	RHDV-1_12	kitten	95.8879545423925
ENSOCUG00000004710	rabK2	control	kitten	104.259294284641
ENSOCUG00000004710	rabK375	RHDV-2_24	kitten	1387.31846960765
ENSOCUG00000004710	rabK376	RHDV-2_24	kitten	582.696323001159
ENSOCUG00000004710	rabK377	RHDV-2_24	kitten	678.157210874096
ENSOCUG00000004710	rabK378	RHDV-2_24	kitten	888.466923277086
ENSOCUG00000004710	rabK379	RHDV-2_12	kitten	65.8353803209598
ENSOCUG00000004710	rabK380	RHDV-2_12	kitten	64.3489624717354
ENSOCUG00000004710	rabK381	RHDV-2_12	kitten	43.8676402336133
ENSOCUG00000004710	rabK3	control	kitten	73.7093522266309
ENSOCUG00000004710	rabK4	RHDV-1_24	kitten	520.177626816046
ENSOCUG00000004710	rabK5	RHDV-1_12	kitten	63.932225683844
ENSOCUG00000004710	rabK6	RHDV-1_24	kitten	121.218760037061
ENSOCUG00000004710	rabK7	RHDV-1_12	kitten	62.8218354120258
ENSOCUG00000004710	rabK8	RHDV-1_24	kitten	246.577044201178
ENSOCUG00000004710	rabK9	control	kitten	74.4256914951324
ENSOCUG00000004728	rabA130	control	adult	40.3243928961658
ENSOCUG00000004728	rabA440	control	adult	29.546589489598
ENSOCUG00000004728	rabA443	RHDV-1_24	adult	60.9987771608403
ENSOCUG00000004728	rabA444	RHDV-1_12	adult	35.2021411448037
ENSOCUG00000004728	rabA445	control	adult	29.9208681834729
ENSOCUG00000004728	rabA446	control	adult	27.0093992508469
ENSOCUG00000004728	rabA447	control	adult	26.2324266817279
ENSOCUG00000004728	rabA448	RHDV-1_24	adult	95.4986284545032
ENSOCUG00000004728	rabA449	RHDV-1_24	adult	76.0254845231894
ENSOCUG00000004728	rabA450	RHDV-1_24	adult	41.0926160331788
ENSOCUG00000004728	rabA451	RHDV-1_12	adult	25.3634999762308
ENSOCUG00000004728	rabA452	RHDV-1_12	adult	30.8739298987856
ENSOCUG00000004728	rabK10	RHDV-1_24	kitten	30.2293248283241
ENSOCUG00000004728	rabK11	control	kitten	23.5012069437363
ENSOCUG00000004728	rabK12	control	kitten	27.5193830476453
ENSOCUG00000004728	rabK13	RHDV-1_12	kitten	23.5227004702003
ENSOCUG00000004728	rabK14	control	kitten	27.2383578739713
ENSOCUG00000004728	rabK1	RHDV-1_12	kitten	25.9308734857305
ENSOCUG00000004728	rabK2	control	kitten	29.8235806346136
ENSOCUG00000004728	rabK375	RHDV-2_24	kitten	46.4518262520394
ENSOCUG00000004728	rabK376	RHDV-2_24	kitten	50.2334125946684
ENSOCUG00000004728	rabK377	RHDV-2_24	kitten	41.4905333522151
ENSOCUG00000004728	rabK378	RHDV-2_24	kitten	66.1431699437363
ENSOCUG00000004728	rabK379	RHDV-2_12	kitten	22.5790971026699
ENSOCUG00000004728	rabK380	RHDV-2_12	kitten	31.688328360051
ENSOCUG00000004728	rabK381	RHDV-2_12	kitten	46.8417175375871
ENSOCUG00000004728	rabK3	control	kitten	28.8349544162859
ENSOCUG00000004728	rabK4	RHDV-1_24	kitten	59.8303988169815
ENSOCUG00000004728	rabK5	RHDV-1_12	kitten	24.8866940492666
ENSOCUG00000004728	rabK6	RHDV-1_24	kitten	25.9440393307857
ENSOCUG00000004728	rabK7	RHDV-1_12	kitten	22.49533528223
ENSOCUG00000004728	rabK8	RHDV-1_24	kitten	36.5413603222697
ENSOCUG00000004728	rabK9	control	kitten	26.5174672785507
ENSOCUG00000004742	rabA130	control	adult	34.3818507851519
ENSOCUG00000004742	rabA440	control	adult	27.2695027056252
ENSOCUG00000004742	rabA443	RHDV-1_24	adult	78.5800362805453
ENSOCUG00000004742	rabA444	RHDV-1_12	adult	32.2228953463571
ENSOCUG00000004742	rabA445	control	adult	23.8965323076059
ENSOCUG00000004742	rabA446	control	adult	30.7392686712019
ENSOCUG00000004742	rabA447	control	adult	36.7577830663718
ENSOCUG00000004742	rabA448	RHDV-1_24	adult	188.966202234309
ENSOCUG00000004742	rabA449	RHDV-1_24	adult	165.138631182631
ENSOCUG00000004742	rabA450	RHDV-1_24	adult	31.9564516457825
ENSOCUG00000004742	rabA451	RHDV-1_12	adult	28.4007258137206
ENSOCUG00000004742	rabA452	RHDV-1_12	adult	21.4571470313259
ENSOCUG00000004742	rabK10	RHDV-1_24	kitten	29.7974773307766
ENSOCUG00000004742	rabK11	control	kitten	26.9109802726267
ENSOCUG00000004742	rabK12	control	kitten	25.7947350637329
ENSOCUG00000004742	rabK13	RHDV-1_12	kitten	27.3206364836181
ENSOCUG00000004742	rabK14	control	kitten	25.1246228714057
ENSOCUG00000004742	rabK1	RHDV-1_12	kitten	23.7663598391754
ENSOCUG00000004742	rabK2	control	kitten	35.061192936147
ENSOCUG00000004742	rabK375	RHDV-2_24	kitten	210.402876750141
ENSOCUG00000004742	rabK376	RHDV-2_24	kitten	108.069415660503
ENSOCUG00000004742	rabK377	RHDV-2_24	kitten	121.415377733826
ENSOCUG00000004742	rabK378	RHDV-2_24	kitten	152.986255298697
ENSOCUG00000004742	rabK379	RHDV-2_12	kitten	44.0365543924642
ENSOCUG00000004742	rabK380	RHDV-2_12	kitten	27.0477781818009
ENSOCUG00000004742	rabK381	RHDV-2_12	kitten	19.628910206227
ENSOCUG00000004742	rabK3	control	kitten	23.7888373934359
ENSOCUG00000004742	rabK4	RHDV-1_24	kitten	97.4628525656336
ENSOCUG00000004742	rabK5	RHDV-1_12	kitten	25.949814960109
ENSOCUG00000004742	rabK6	RHDV-1_24	kitten	32.9308521825792
ENSOCUG00000004742	rabK7	RHDV-1_12	kitten	25.6735753129304
ENSOCUG00000004742	rabK8	RHDV-1_24	kitten	62.5919561611857
ENSOCUG00000004742	rabK9	control	kitten	28.1085153152638
ENSOCUG00000005016	rabA130	control	adult	24.576656301979
ENSOCUG00000005016	rabA440	control	adult	39.7101719644033
ENSOCUG00000005016	rabA443	RHDV-1_24	adult	125.526409198754
ENSOCUG00000005016	rabA444	RHDV-1_12	adult	34.9277369265258
ENSOCUG00000005016	rabA445	control	adult	35.6439872655466
ENSOCUG00000005016	rabA446	control	adult	34.5977542784657
ENSOCUG00000005016	rabA447	control	adult	44.6383063082077
ENSOCUG00000005016	rabA448	RHDV-1_24	adult	135.533840792281
ENSOCUG00000005016	rabA449	RHDV-1_24	adult	94.0609213694884
ENSOCUG00000005016	rabA450	RHDV-1_24	adult	38.9997501823215
ENSOCUG00000005016	rabA451	RHDV-1_12	adult	32.183936944629
ENSOCUG00000005016	rabA452	RHDV-1_12	adult	27.9692506063353
ENSOCUG00000005016	rabK10	RHDV-1_24	kitten	37.6247132238248
ENSOCUG00000005016	rabK11	control	kitten	35.6190167741004
ENSOCUG00000005016	rabK12	control	kitten	53.0141793315673
ENSOCUG00000005016	rabK13	RHDV-1_12	kitten	45.4527180960641
ENSOCUG00000005016	rabK14	control	kitten	42.1305817556841
ENSOCUG00000005016	rabK1	RHDV-1_12	kitten	54.3292925285339
ENSOCUG00000005016	rabK2	control	kitten	54.7792627772138
ENSOCUG00000005016	rabK375	RHDV-2_24	kitten	65.8601802569693
ENSOCUG00000005016	rabK376	RHDV-2_24	kitten	68.5359452104389
ENSOCUG00000005016	rabK377	RHDV-2_24	kitten	56.6327257698204
ENSOCUG00000005016	rabK378	RHDV-2_24	kitten	68.4364550330264
ENSOCUG00000005016	rabK379	RHDV-2_12	kitten	26.0415504380685
ENSOCUG00000005016	rabK380	RHDV-2_12	kitten	37.3895757219012
ENSOCUG00000005016	rabK381	RHDV-2_12	kitten	52.1950566847399
ENSOCUG00000005016	rabK3	control	kitten	38.3414784504052
ENSOCUG00000005016	rabK4	RHDV-1_24	kitten	77.3893202089217
ENSOCUG00000005016	rabK5	RHDV-1_12	kitten	42.9114258558227
ENSOCUG00000005016	rabK6	RHDV-1_24	kitten	42.4094654220752
ENSOCUG00000005016	rabK7	RHDV-1_12	kitten	39.8311899951412
ENSOCUG00000005016	rabK8	RHDV-1_24	kitten	59.3742006683923
ENSOCUG00000005016	rabK9	control	kitten	45.7868268342976
ENSOCUG00000005073	rabA130	control	adult	3.94754583088781
ENSOCUG00000005073	rabA440	control	adult	5.66494760890788
ENSOCUG00000005073	rabA443	RHDV-1_24	adult	293.462092188051
ENSOCUG00000005073	rabA444	RHDV-1_12	adult	2.1560331436127
ENSOCUG00000005073	rabA445	control	adult	14.3580005041497
ENSOCUG00000005073	rabA446	control	adult	6.94527409307491
ENSOCUG00000005073	rabA447	control	adult	90.3561363481738
ENSOCUG00000005073	rabA448	RHDV-1_24	adult	439.254632146971
ENSOCUG00000005073	rabA449	RHDV-1_24	adult	393.321488509405
ENSOCUG00000005073	rabA450	RHDV-1_24	adult	49.9470484791135
ENSOCUG00000005073	rabA451	RHDV-1_12	adult	10.4970787716753
ENSOCUG00000005073	rabA452	RHDV-1_12	adult	6.27785524497309
ENSOCUG00000005073	rabK10	RHDV-1_24	kitten	12.7934821148443
ENSOCUG00000005073	rabK11	control	kitten	3.14748307282183
ENSOCUG00000005073	rabK12	control	kitten	2.77443371325034
ENSOCUG00000005073	rabK13	RHDV-1_12	kitten	4.77804853300944
ENSOCUG00000005073	rabK14	control	kitten	5.09217977890822
ENSOCUG00000005073	rabK1	RHDV-1_12	kitten	25.1949388459018
ENSOCUG00000005073	rabK2	control	kitten	22.6141613489735
ENSOCUG00000005073	rabK375	RHDV-2_24	kitten	321.316082970506
ENSOCUG00000005073	rabK376	RHDV-2_24	kitten	202.059960078106
ENSOCUG00000005073	rabK377	RHDV-2_24	kitten	203.562929259305
ENSOCUG00000005073	rabK378	RHDV-2_24	kitten	284.005253426298
ENSOCUG00000005073	rabK379	RHDV-2_12	kitten	9.80215662556512
ENSOCUG00000005073	rabK380	RHDV-2_12	kitten	6.2315959536502
ENSOCUG00000005073	rabK381	RHDV-2_12	kitten	8.9965838445207
ENSOCUG00000005073	rabK3	control	kitten	7.29884783662237
ENSOCUG00000005073	rabK4	RHDV-1_24	kitten	206.80507417174
ENSOCUG00000005073	rabK5	RHDV-1_12	kitten	8.9882040643953
ENSOCUG00000005073	rabK6	RHDV-1_24	kitten	60.4872329407018
ENSOCUG00000005073	rabK7	RHDV-1_12	kitten	7.71858293170094
ENSOCUG00000005073	rabK8	RHDV-1_24	kitten	171.069987226452
ENSOCUG00000005073	rabK9	control	kitten	6.76195415603043
ENSOCUG00000005091	rabA130	control	adult	3.22595143169327
ENSOCUG00000005091	rabA440	control	adult	5.16509929047484
ENSOCUG00000005091	rabA443	RHDV-1_24	adult	11.9729004757848
ENSOCUG00000005091	rabA444	RHDV-1_12	adult	4.62567110811452
ENSOCUG00000005091	rabA445	control	adult	3.01216793793351
ENSOCUG00000005091	rabA446	control	adult	5.85203650435015
ENSOCUG00000005091	rabA447	control	adult	3.45447594162672
ENSOCUG00000005091	rabA448	RHDV-1_24	adult	17.4201997099012
ENSOCUG00000005091	rabA449	RHDV-1_24	adult	14.4709109799213
ENSOCUG00000005091	rabA450	RHDV-1_24	adult	5.03092752609926
ENSOCUG00000005091	rabA451	RHDV-1_12	adult	5.16861239011426
ENSOCUG00000005091	rabA452	RHDV-1_12	adult	4.21646994065357
ENSOCUG00000005091	rabK10	RHDV-1_24	kitten	3.99458935231426
ENSOCUG00000005091	rabK11	control	kitten	3.93435384102729
ENSOCUG00000005091	rabK12	control	kitten	4.87400517192627
ENSOCUG00000005091	rabK13	RHDV-1_12	kitten	4.16547820826464
ENSOCUG00000005091	rabK14	control	kitten	3.9392334138724
ENSOCUG00000005091	rabK1	RHDV-1_12	kitten	9.87018222829142
ENSOCUG00000005091	rabK2	control	kitten	11.1530332538534
ENSOCUG00000005091	rabK375	RHDV-2_24	kitten	25.4698219223855
ENSOCUG00000005091	rabK376	RHDV-2_24	kitten	15.261496427304
ENSOCUG00000005091	rabK377	RHDV-2_24	kitten	27.3670817088829
ENSOCUG00000005091	rabK378	RHDV-2_24	kitten	17.9841830686436
ENSOCUG00000005091	rabK379	RHDV-2_12	kitten	5.85203380630754
ENSOCUG00000005091	rabK380	RHDV-2_12	kitten	7.38068456921691
ENSOCUG00000005091	rabK381	RHDV-2_12	kitten	3.42018889956985
ENSOCUG00000005091	rabK3	control	kitten	5.85710011580808
ENSOCUG00000005091	rabK4	RHDV-1_24	kitten	13.960426390629
ENSOCUG00000005091	rabK5	RHDV-1_12	kitten	5.26728087644671
ENSOCUG00000005091	rabK6	RHDV-1_24	kitten	8.74573077252473
ENSOCUG00000005091	rabK7	RHDV-1_12	kitten	5.24203225842791
ENSOCUG00000005091	rabK8	RHDV-1_24	kitten	10.0499760596833
ENSOCUG00000005091	rabK9	control	kitten	6.45258370444734
ENSOCUG00000005112	rabA130	control	adult	1.52808225711786
ENSOCUG00000005112	rabA440	control	adult	4.16540265360874
ENSOCUG00000005112	rabA443	RHDV-1_24	adult	12.2249615384329
ENSOCUG00000005112	rabA444	RHDV-1_12	adult	6.62490184128267
ENSOCUG00000005112	rabA445	control	adult	3.41379032965798
ENSOCUG00000005112	rabA446	control	adult	3.98710179417263
ENSOCUG00000005112	rabA447	control	adult	4.26411874044548
ENSOCUG00000005112	rabA448	RHDV-1_24	adult	35.8559267571509
ENSOCUG00000005112	rabA449	RHDV-1_24	adult	6.96944609694739
ENSOCUG00000005112	rabA450	RHDV-1_24	adult	7.04329853653897
ENSOCUG00000005112	rabA451	RHDV-1_12	adult	5.16861239011426
ENSOCUG00000005112	rabA452	RHDV-1_12	adult	5.10661359479155
ENSOCUG00000005112	rabK10	RHDV-1_24	kitten	3.72468466634708
ENSOCUG00000005112	rabK11	control	kitten	5.08843096772863
ENSOCUG00000005112	rabK12	control	kitten	4.64905108706813
ENSOCUG00000005112	rabK13	RHDV-1_12	kitten	3.92045007836672
ENSOCUG00000005112	rabK14	control	kitten	4.13139114137837
ENSOCUG00000005112	rabK1	RHDV-1_12	kitten	2.85715801345278
ENSOCUG00000005112	rabK2	control	kitten	2.21828285712002
ENSOCUG00000005112	rabK375	RHDV-2_24	kitten	39.8658082263425
ENSOCUG00000005112	rabK376	RHDV-2_24	kitten	14.0225557579287
ENSOCUG00000005112	rabK377	RHDV-2_24	kitten	32.646011175571
ENSOCUG00000005112	rabK378	RHDV-2_24	kitten	14.0011089661924
ENSOCUG00000005112	rabK379	RHDV-2_12	kitten	2.73094910961018
ENSOCUG00000005112	rabK380	RHDV-2_12	kitten	8.88333891265029
ENSOCUG00000005112	rabK381	RHDV-2_12	kitten	2.89972537137444
ENSOCUG00000005112	rabK3	control	kitten	3.10876852300583
ENSOCUG00000005112	rabK4	RHDV-1_24	kitten	2.38454488038694
ENSOCUG00000005112	rabK5	RHDV-1_12	kitten	1.44971033296698
ENSOCUG00000005112	rabK6	RHDV-1_24	kitten	1.9054944141255
ENSOCUG00000005112	rabK7	RHDV-1_12	kitten	3.26079171980949
ENSOCUG00000005112	rabK8	RHDV-1_24	kitten	3.87893812829883
ENSOCUG00000005112	rabK9	control	kitten	3.04950873703333
ENSOCUG00000005132	rabA130	control	adult	0.509360752372621
ENSOCUG00000005132	rabA440	control	adult	0.222154808192466
ENSOCUG00000005132	rabA443	RHDV-1_24	adult	0
ENSOCUG00000005132	rabA444	RHDV-1_12	adult	0
ENSOCUG00000005132	rabA445	control	adult	0.0502027989655585
ENSOCUG00000005132	rabA446	control	adult	0
ENSOCUG00000005132	rabA447	control	adult	1.02554754517043
ENSOCUG00000005132	rabA448	RHDV-1_24	adult	0.0390587437441731
ENSOCUG00000005132	rabA449	RHDV-1_24	adult	0
ENSOCUG00000005132	rabA450	RHDV-1_24	adult	0
ENSOCUG00000005132	rabA451	RHDV-1_12	adult	0.319707982893665
ENSOCUG00000005132	rabA452	RHDV-1_12	adult	1.40548998021786
ENSOCUG00000005132	rabK10	RHDV-1_24	kitten	0.0539809371934359
ENSOCUG00000005132	rabK11	control	kitten	0.0524580512136972
ENSOCUG00000005132	rabK12	control	kitten	0.0749846949527119
ENSOCUG00000005132	rabK13	RHDV-1_12	kitten	0.18377109742344
ENSOCUG00000005132	rabK14	control	kitten	0.0480394318764927
ENSOCUG00000005132	rabK1	RHDV-1_12	kitten	0.216451364655514
ENSOCUG00000005132	rabK2	control	kitten	0.0616189682533338
ENSOCUG00000005132	rabK375	RHDV-2_24	kitten	0.0582833453601498
ENSOCUG00000005132	rabK376	RHDV-2_24	kitten	0
ENSOCUG00000005132	rabK377	RHDV-2_24	kitten	0
ENSOCUG00000005132	rabK378	RHDV-2_24	kitten	0
ENSOCUG00000005132	rabK379	RHDV-2_12	kitten	0.0487669483858961
ENSOCUG00000005132	rabK380	RHDV-2_12	kitten	0.0883914319666695
ENSOCUG00000005132	rabK381	RHDV-2_12	kitten	0.297407730397379
ENSOCUG00000005132	rabK3	control	kitten	0.27032769765268
ENSOCUG00000005132	rabK4	RHDV-1_24	kitten	0.0433553614615808
ENSOCUG00000005132	rabK5	RHDV-1_12	kitten	0.144971033296698
ENSOCUG00000005132	rabK6	RHDV-1_24	kitten	0
ENSOCUG00000005132	rabK7	RHDV-1_12	kitten	0.206379222772752
ENSOCUG00000005132	rabK8	RHDV-1_24	kitten	0.176315369468129
ENSOCUG00000005132	rabK9	control	kitten	0.0883915575951691
ENSOCUG00000005159	rabA130	control	adult	0.127340188093155
ENSOCUG00000005159	rabA440	control	adult	0.277693510240583
ENSOCUG00000005159	rabA443	RHDV-1_24	adult	0
ENSOCUG00000005159	rabA444	RHDV-1_12	adult	0.50960783394482
ENSOCUG00000005159	rabA445	control	adult	0.150608396896676
ENSOCUG00000005159	rabA446	control	adult	0
ENSOCUG00000005159	rabA447	control	adult	0.21590474635167
ENSOCUG00000005159	rabA448	RHDV-1_24	adult	1.71858472474362
ENSOCUG00000005159	rabA449	RHDV-1_24	adult	1.38324884366895
ENSOCUG00000005159	rabA450	RHDV-1_24	adult	0.603711303131911
ENSOCUG00000005159	rabA451	RHDV-1_12	adult	0.479561974340498
ENSOCUG00000005159	rabA452	RHDV-1_12	adult	0.327947662050833
ENSOCUG00000005159	rabK10	RHDV-1_24	kitten	5.7219793425042
ENSOCUG00000005159	rabK11	control	kitten	8.86541065511483
ENSOCUG00000005159	rabK12	control	kitten	6.07376029116966
ENSOCUG00000005159	rabK13	RHDV-1_12	kitten	3.55290788351984
ENSOCUG00000005159	rabK14	control	kitten	2.93040534446605
ENSOCUG00000005159	rabK1	RHDV-1_12	kitten	1.08225682327757
ENSOCUG00000005159	rabK2	control	kitten	2.58799666664002
ENSOCUG00000005159	rabK375	RHDV-2_24	kitten	0.699400144321797
ENSOCUG00000005159	rabK376	RHDV-2_24	kitten	0.84473227457402
ENSOCUG00000005159	rabK377	RHDV-2_24	kitten	1.52811116140971
ENSOCUG00000005159	rabK378	RHDV-2_24	kitten	1.14664254464506
ENSOCUG00000005159	rabK379	RHDV-2_12	kitten	1.3167076064192
ENSOCUG00000005159	rabK380	RHDV-2_12	kitten	1.19328433155004
ENSOCUG00000005159	rabK381	RHDV-2_12	kitten	0.297407730397379
ENSOCUG00000005159	rabK3	control	kitten	1.66702080219153
ENSOCUG00000005159	rabK4	RHDV-1_24	kitten	2.12441271161746
ENSOCUG00000005159	rabK5	RHDV-1_12	kitten	1.83629975509151
ENSOCUG00000005159	rabK6	RHDV-1_24	kitten	1.12375311602273
ENSOCUG00000005159	rabK7	RHDV-1_12	kitten	1.52720624851837
ENSOCUG00000005159	rabK8	RHDV-1_24	kitten	0.573024950771418
ENSOCUG00000005159	rabK9	control	kitten	3.35887918861643
ENSOCUG00000005277	rabA130	control	adult	20.8837908472775
ENSOCUG00000005277	rabA440	control	adult	16.7171493164831
ENSOCUG00000005277	rabA443	RHDV-1_24	adult	60.6206855668682
ENSOCUG00000005277	rabA444	RHDV-1_12	adult	16.3466512888454
ENSOCUG00000005277	rabA445	control	adult	18.7256440141533
ENSOCUG00000005277	rabA446	control	adult	15.8197909897817
ENSOCUG00000005277	rabA447	control	adult	21.1046889558757
ENSOCUG00000005277	rabA448	RHDV-1_24	adult	68.821506477233
ENSOCUG00000005277	rabA449	RHDV-1_24	adult	50.5417846725192
ENSOCUG00000005277	rabA450	RHDV-1_24	adult	18.1918339343749
ENSOCUG00000005277	rabA451	RHDV-1_12	adult	22.7525514492658
ENSOCUG00000005277	rabA452	RHDV-1_12	adult	19.5363107250282
ENSOCUG00000005277	rabK10	RHDV-1_24	kitten	16.7340905299651
ENSOCUG00000005277	rabK11	control	kitten	17.1013246956653
ENSOCUG00000005277	rabK12	control	kitten	11.0227501580486
ENSOCUG00000005277	rabK13	RHDV-1_12	kitten	15.6205432809924
ENSOCUG00000005277	rabK14	control	kitten	10.8569116040873
ENSOCUG00000005277	rabK1	RHDV-1_12	kitten	10.9957293245001
ENSOCUG00000005277	rabK2	control	kitten	15.9593127776135
ENSOCUG00000005277	rabK375	RHDV-2_24	kitten	61.2557959735174
ENSOCUG00000005277	rabK376	RHDV-2_24	kitten	53.2744487831349
ENSOCUG00000005277	rabK377	RHDV-2_24	kitten	48.2512675814823
ENSOCUG00000005277	rabK378	RHDV-2_24	kitten	56.0044358647694
ENSOCUG00000005277	rabK379	RHDV-2_12	kitten	20.4333513736905
ENSOCUG00000005277	rabK380	RHDV-2_12	kitten	16.2640234818672
ENSOCUG00000005277	rabK381	RHDV-2_12	kitten	12.1937169462925
ENSOCUG00000005277	rabK3	control	kitten	11.2636540688617
ENSOCUG00000005277	rabK4	RHDV-1_24	kitten	26.3167044071795
ENSOCUG00000005277	rabK5	RHDV-1_12	kitten	14.7387217184977
ENSOCUG00000005277	rabK6	RHDV-1_24	kitten	15.1462376507412
ENSOCUG00000005277	rabK7	RHDV-1_12	kitten	14.6116489723109
ENSOCUG00000005277	rabK8	RHDV-1_24	kitten	11.7690509119976
ENSOCUG00000005277	rabK9	control	kitten	10.5627911326227
ENSOCUG00000005286	rabA130	control	adult	1.40074206902471
ENSOCUG00000005286	rabA440	control	adult	1.88831586963596
ENSOCUG00000005286	rabA443	RHDV-1_24	adult	6.23851130054049
ENSOCUG00000005286	rabA444	RHDV-1_12	adult	1.88162892533472
ENSOCUG00000005286	rabA445	control	adult	0.803244783448937
ENSOCUG00000005286	rabA446	control	adult	1.47908614945114
ENSOCUG00000005286	rabA447	control	adult	1.34940466469794
ENSOCUG00000005286	rabA448	RHDV-1_24	adult	5.85881156162597
ENSOCUG00000005286	rabA449	RHDV-1_24	adult	2.28768077991403
ENSOCUG00000005286	rabA450	RHDV-1_24	adult	2.49534005294523
ENSOCUG00000005286	rabA451	RHDV-1_12	adult	1.33211659539027
