gene	sample	condition	age	cpm
ENSOCUG00000000123	rabA444	RHDV-1_12	adult	11.8777825911754
ENSOCUG00000000123	rabA445	control	adult	9.33772060759389
ENSOCUG00000000123	rabA446	control	adult	10.2249868592492
ENSOCUG00000000123	rabA447	control	adult	10.4174040114681
ENSOCUG00000000123	rabA448	RHDV-1_24	adult	9.84280342353162
ENSOCUG00000000123	rabA449	RHDV-1_24	adult	9.52313626987467
ENSOCUG00000000123	rabA450	RHDV-1_24	adult	9.09591696718746
ENSOCUG00000000123	rabA451	RHDV-1_12	adult	9.64452415062557
ENSOCUG00000000123	rabA452	RHDV-1_12	adult	7.58964589317643
ENSOCUG00000000123	rabK10	RHDV-1_24	kitten	6.80159808637292
ENSOCUG00000000123	rabK11	control	kitten	5.5605534286519
ENSOCUG00000000123	rabK12	control	kitten	5.62385212145339
ENSOCUG00000000123	rabK13	RHDV-1_12	kitten	7.28958686446311
ENSOCUG00000000123	rabK14	control	kitten	6.38924443957352
ENSOCUG00000000123	rabK1	RHDV-1_12	kitten	8.05199076518511
ENSOCUG00000000123	rabK2	control	kitten	7.51751412690673
ENSOCUG00000000123	rabK375	RHDV-2_24	kitten	13.230319396754
ENSOCUG00000000123	rabK376	RHDV-2_24	kitten	7.99679886596739
ENSOCUG00000000123	rabK377	RHDV-2_24	kitten	14.8643540246217
ENSOCUG00000000123	rabK378	RHDV-2_24	kitten	10.5611813322572
ENSOCUG00000000123	rabK379	RHDV-2_12	kitten	23.3593682768442
ENSOCUG00000000123	rabK380	RHDV-2_12	kitten	12.7725619191837
ENSOCUG00000000123	rabK381	RHDV-2_12	kitten	3.94065242776527
ENSOCUG00000000123	rabK3	control	kitten	8.69554094116122
ENSOCUG00000000123	rabK4	RHDV-1_24	kitten	8.06409723185402
ENSOCUG00000000123	rabK5	RHDV-1_12	kitten	8.35999625344294
ENSOCUG00000000123	rabK6	RHDV-1_24	kitten	8.40371895460477
ENSOCUG00000000123	rabK7	RHDV-1_12	kitten	8.37899644457375
ENSOCUG00000000123	rabK8	RHDV-1_24	kitten	7.6697185718636
ENSOCUG00000000123	rabK9	control	kitten	6.62936681963768
ENSOCUG00000000152	rabA130	control	adult	29.4155834495189
ENSOCUG00000000152	rabA440	control	adult	15.3286817652802
ENSOCUG00000000152	rabA443	RHDV-1_24	adult	9.7673661776139
ENSOCUG00000000152	rabA444	RHDV-1_12	adult	17.7970735854576
ENSOCUG00000000152	rabA445	control	adult	21.2357839624313
ENSOCUG00000000152	rabA446	control	adult	12.3471539432443
ENSOCUG00000000152	rabA447	control	adult	18.1899748801282
ENSOCUG00000000152	rabA448	RHDV-1_24	adult	17.7326696598546
ENSOCUG00000000152	rabA449	RHDV-1_24	adult	16.9181973956433
ENSOCUG00000000152	rabA450	RHDV-1_24	adult	17.2258958493639
ENSOCUG00000000152	rabA451	RHDV-1_12	adult	14.4401438940305
ENSOCUG00000000152	rabA452	RHDV-1_12	adult	16.819030096607
ENSOCUG00000000152	rabK10	RHDV-1_24	kitten	13.495234298359
ENSOCUG00000000152	rabK11	control	kitten	14.2161318789119
ENSOCUG00000000152	rabK12	control	kitten	9.97296442871068
ENSOCUG00000000152	rabK13	RHDV-1_12	kitten	12.6189486897429
ENSOCUG00000000152	rabK14	control	kitten	12.3461339922586
ENSOCUG00000000152	rabK1	RHDV-1_12	kitten	10.8225682327757
ENSOCUG00000000152	rabK2	control	kitten	11.7692229363868
ENSOCUG00000000152	rabK375	RHDV-2_24	kitten	33.5129235820861
ENSOCUG00000000152	rabK376	RHDV-2_24	kitten	20.3862055597197
ENSOCUG00000000152	rabK377	RHDV-2_24	kitten	33.9425903428278
ENSOCUG00000000152	rabK378	RHDV-2_24	kitten	28.8471124389653
ENSOCUG00000000152	rabK379	RHDV-2_12	kitten	50.1811898890871
ENSOCUG00000000152	rabK380	RHDV-2_12	kitten	29.301759696951
ENSOCUG00000000152	rabK381	RHDV-2_12	kitten	7.13778552953709
ENSOCUG00000000152	rabK3	control	kitten	17.9317372776278
ENSOCUG00000000152	rabK4	RHDV-1_24	kitten	23.5853166350999
ENSOCUG00000000152	rabK5	RHDV-1_12	kitten	13.8205718409519
ENSOCUG00000000152	rabK6	RHDV-1_24	kitten	14.4133551837698
ENSOCUG00000000152	rabK7	RHDV-1_12	kitten	24.2289207535211
ENSOCUG00000000152	rabK8	RHDV-1_24	kitten	17.6756157891799
ENSOCUG00000000152	rabK9	control	kitten	12.3306222845261
ENSOCUG00000000172	rabA130	control	adult	44.0597050802317
ENSOCUG00000000172	rabA440	control	adult	45.0418873610225
ENSOCUG00000000172	rabA443	RHDV-1_24	adult	27.0965642346708
ENSOCUG00000000172	rabA444	RHDV-1_12	adult	39.3574050215846
ENSOCUG00000000172	rabA445	control	adult	32.7824277245097
ENSOCUG00000000172	rabA446	control	adult	56.976970800596
ENSOCUG00000000172	rabA447	control	adult	46.6894013985486
ENSOCUG00000000172	rabA448	RHDV-1_24	adult	44.1754391746598
ENSOCUG00000000172	rabA449	RHDV-1_24	adult	44.0511554829957
ENSOCUG00000000172	rabA450	RHDV-1_24	adult	27.2072560611448
ENSOCUG00000000172	rabA451	RHDV-1_12	adult	40.8693371465735
ENSOCUG00000000172	rabA452	RHDV-1_12	adult	55.1889065565545
ENSOCUG00000000172	rabK10	RHDV-1_24	kitten	25.8028879784624
ENSOCUG00000000172	rabK11	control	kitten	29.9535472430211
ENSOCUG00000000172	rabK12	control	kitten	23.4702095201988
ENSOCUG00000000172	rabK13	RHDV-1_12	kitten	46.4940876481303
ENSOCUG00000000172	rabK14	control	kitten	22.914809005087
ENSOCUG00000000172	rabK1	RHDV-1_12	kitten	32.3811241524648
ENSOCUG00000000172	rabK2	control	kitten	38.3269982535736
ENSOCUG00000000172	rabK375	RHDV-2_24	kitten	58.2250620147896
ENSOCUG00000000172	rabK376	RHDV-2_24	kitten	37.0555891113137
ENSOCUG00000000172	rabK377	RHDV-2_24	kitten	31.3957384071449
ENSOCUG00000000172	rabK378	RHDV-2_24	kitten	44.5983600259317
ENSOCUG00000000172	rabK379	RHDV-2_12	kitten	86.366265591422
ENSOCUG00000000172	rabK380	RHDV-2_12	kitten	38.2292943255846
ENSOCUG00000000172	rabK381	RHDV-2_12	kitten	35.2428160520894
ENSOCUG00000000172	rabK3	control	kitten	27.1679336140944
ENSOCUG00000000172	rabK4	RHDV-1_24	kitten	24.5824899487163
ENSOCUG00000000172	rabK5	RHDV-1_12	kitten	28.0760567817939
ENSOCUG00000000172	rabK6	RHDV-1_24	kitten	25.1622980326829
ENSOCUG00000000172	rabK7	RHDV-1_12	kitten	42.3490165129688
ENSOCUG00000000172	rabK8	RHDV-1_24	kitten	31.1196627111247
ENSOCUG00000000172	rabK9	control	kitten	34.782077913699
ENSOCUG00000000249	rabA130	control	adult	3.1410579729645
ENSOCUG00000000249	rabA440	control	adult	2.72139640035771
ENSOCUG00000000249	rabA443	RHDV-1_24	adult	1.89045796986075
ENSOCUG00000000249	rabA444	RHDV-1_12	adult	1.80322772011244
ENSOCUG00000000249	rabA445	control	adult	0.853447582414495
ENSOCUG00000000249	rabA446	control	adult	2.2507832709039
ENSOCUG00000000249	rabA447	control	adult	0.539761865879175
ENSOCUG00000000249	rabA448	RHDV-1_24	adult	2.38258336839456
ENSOCUG00000000249	rabA449	RHDV-1_24	adult	1.22364320786099
ENSOCUG00000000249	rabA450	RHDV-1_24	adult	1.89162874981332
ENSOCUG00000000249	rabA451	RHDV-1_12	adult	4.04963444998643
ENSOCUG00000000249	rabA452	RHDV-1_12	adult	3.74797328058095
ENSOCUG00000000249	rabK10	RHDV-1_24	kitten	3.56274185476677
ENSOCUG00000000249	rabK11	control	kitten	3.67206358495881
ENSOCUG00000000249	rabK12	control	kitten	5.02397456183169
ENSOCUG00000000249	rabK13	RHDV-1_12	kitten	3.18536568867296
ENSOCUG00000000249	rabK14	control	kitten	5.71669239330263
ENSOCUG00000000249	rabK1	RHDV-1_12	kitten	7.53250749001188
ENSOCUG00000000249	rabK2	control	kitten	5.23761230153338
ENSOCUG00000000249	rabK375	RHDV-2_24	kitten	0.815966835042097
ENSOCUG00000000249	rabK376	RHDV-2_24	kitten	1.06999421446043
ENSOCUG00000000249	rabK377	RHDV-2_24	kitten	0.648289583628361
ENSOCUG00000000249	rabK378	RHDV-2_24	kitten	1.26734175987086
ENSOCUG00000000249	rabK379	RHDV-2_12	kitten	1.17040676126151
ENSOCUG00000000249	rabK380	RHDV-2_12	kitten	1.19328433155004
ENSOCUG00000000249	rabK381	RHDV-2_12	kitten	2.67666957357641
ENSOCUG00000000249	rabK3	control	kitten	3.33404160438306
ENSOCUG00000000249	rabK4	RHDV-1_24	kitten	4.85580048369705
ENSOCUG00000000249	rabK5	RHDV-1_12	kitten	2.75444963263727
ENSOCUG00000000249	rabK6	RHDV-1_24	kitten	3.51783584146246
ENSOCUG00000000249	rabK7	RHDV-1_12	kitten	5.20075641387336
ENSOCUG00000000249	rabK8	RHDV-1_24	kitten	5.15722455694277
ENSOCUG00000000249	rabK9	control	kitten	4.2869905433657
ENSOCUG00000000272	rabA130	control	adult	39.9423723318864
ENSOCUG00000000272	rabA440	control	adult	57.3159405136562
ENSOCUG00000000272	rabA443	RHDV-1_24	adult	45.11893021401
ENSOCUG00000000272	rabA444	RHDV-1_12	adult	54.3320352190401
ENSOCUG00000000272	rabA445	control	adult	71.2879745310931
ENSOCUG00000000272	rabA446	control	adult	48.5526105580699
ENSOCUG00000000272	rabA447	control	adult	55.7574007453187
ENSOCUG00000000272	rabA448	RHDV-1_24	adult	67.2200979837219
ENSOCUG00000000272	rabA449	RHDV-1_24	adult	77.9407521528849
ENSOCUG00000000272	rabA450	RHDV-1_24	adult	56.7891099146085
ENSOCUG00000000272	rabA451	RHDV-1_12	adult	53.7109411261358
ENSOCUG00000000272	rabA452	RHDV-1_12	adult	53.8771159083512
ENSOCUG00000000272	rabK10	RHDV-1_24	kitten	46.5855487979352
ENSOCUG00000000272	rabK11	control	kitten	36.1435972862374
ENSOCUG00000000272	rabK12	control	kitten	36.1426229672071
ENSOCUG00000000272	rabK13	RHDV-1_12	kitten	42.9411797646104
ENSOCUG00000000272	rabK14	control	kitten	40.8815565268953
ENSOCUG00000000272	rabK1	RHDV-1_12	kitten	41.6452425597208
ENSOCUG00000000272	rabK2	control	kitten	39.682615555147
ENSOCUG00000000272	rabK375	RHDV-2_24	kitten	63.8785465147242
ENSOCUG00000000272	rabK376	RHDV-2_24	kitten	60.8770392543011
ENSOCUG00000000272	rabK377	RHDV-2_24	kitten	69.8300494365406
ENSOCUG00000000272	rabK378	RHDV-2_24	kitten	74.7731638323807
ENSOCUG00000000272	rabK379	RHDV-2_12	kitten	69.7367361918315
ENSOCUG00000000272	rabK380	RHDV-2_12	kitten	66.6029439868855
ENSOCUG00000000272	rabK381	RHDV-2_12	kitten	61.489048259658
ENSOCUG00000000272	rabK3	control	kitten	45.0095616591713
ENSOCUG00000000272	rabK4	RHDV-1_24	kitten	43.7889150761966
ENSOCUG00000000272	rabK5	RHDV-1_12	kitten	43.3946626334784
ENSOCUG00000000272	rabK6	RHDV-1_24	kitten	49.3962782738687
ENSOCUG00000000272	rabK7	RHDV-1_12	kitten	42.885602492178
ENSOCUG00000000272	rabK8	RHDV-1_24	kitten	49.5886976629112
ENSOCUG00000000272	rabK9	control	kitten	47.2452875346179
ENSOCUG00000000301	rabA130	control	adult	1.65542244521102
ENSOCUG00000000301	rabA440	control	adult	2.61031899626148
ENSOCUG00000000301	rabA443	RHDV-1_24	adult	2.39458009515696
ENSOCUG00000000301	rabA444	RHDV-1_12	adult	2.46963796450182
ENSOCUG00000000301	rabA445	control	adult	1.70689516482899
ENSOCUG00000000301	rabA446	control	adult	3.72986942035504
ENSOCUG00000000301	rabA447	control	adult	1.07952373175835
ENSOCUG00000000301	rabA448	RHDV-1_24	adult	2.53881834337125
ENSOCUG00000000301	rabA449	RHDV-1_24	adult	2.18127702270872
ENSOCUG00000000301	rabA450	RHDV-1_24	adult	2.37459779231885
ENSOCUG00000000301	rabA451	RHDV-1_12	adult	2.39780987170249
ENSOCUG00000000301	rabA452	RHDV-1_12	adult	2.43618263237762
ENSOCUG00000000301	rabK10	RHDV-1_24	kitten	6.315769651632
ENSOCUG00000000301	rabK11	control	kitten	7.86870768205458
ENSOCUG00000000301	rabK12	control	kitten	6.22372968107508
ENSOCUG00000000301	rabK13	RHDV-1_12	kitten	6.00318918249903
ENSOCUG00000000301	rabK14	control	kitten	4.99610091515524
ENSOCUG00000000301	rabK1	RHDV-1_12	kitten	4.28573702017917
ENSOCUG00000000301	rabK2	control	kitten	5.54570714280005
ENSOCUG00000000301	rabK375	RHDV-2_24	kitten	3.67185075768944
ENSOCUG00000000301	rabK376	RHDV-2_24	kitten	4.1110304029269
ENSOCUG00000000301	rabK377	RHDV-2_24	kitten	4.49172068656793
ENSOCUG00000000301	rabK378	RHDV-2_24	kitten	4.70726939380605
ENSOCUG00000000301	rabK379	RHDV-2_12	kitten	2.24327962575122
ENSOCUG00000000301	rabK380	RHDV-2_12	kitten	4.28698445038347
ENSOCUG00000000301	rabK381	RHDV-2_12	kitten	1.78444638238427
ENSOCUG00000000301	rabK3	control	kitten	5.27139010422727
ENSOCUG00000000301	rabK4	RHDV-1_24	kitten	5.37606482123602
ENSOCUG00000000301	rabK5	RHDV-1_12	kitten	4.68739674325992
ENSOCUG00000000301	rabK6	RHDV-1_24	kitten	3.37125934806819
ENSOCUG00000000301	rabK7	RHDV-1_12	kitten	3.67355016535499
ENSOCUG00000000301	rabK8	RHDV-1_24	kitten	3.39407086226148
ENSOCUG00000000301	rabK9	control	kitten	5.83384280128116
ENSOCUG00000000308	rabA130	control	adult	2.07988973885487
ENSOCUG00000000308	rabA440	control	adult	1.72169976349161
ENSOCUG00000000308	rabA443	RHDV-1_24	adult	0.12603053132405
ENSOCUG00000000308	rabA444	RHDV-1_12	adult	1.21521868094534
ENSOCUG00000000308	rabA445	control	adult	0.200811195862234
ENSOCUG00000000308	rabA446	control	adult	0.321540467271986
ENSOCUG00000000308	rabA447	control	adult	1.29542847811002
ENSOCUG00000000308	rabA448	RHDV-1_24	adult	0.390587437441731
ENSOCUG00000000308	rabA449	RHDV-1_24	adult	1.38324884366895
ENSOCUG00000000308	rabA450	RHDV-1_24	adult	2.49534005294523
ENSOCUG00000000308	rabA451	RHDV-1_12	adult	0.266423319078054
ENSOCUG00000000308	rabA452	RHDV-1_12	adult	1.73343764226869
ENSOCUG00000000308	rabK10	RHDV-1_24	kitten	3.6167227919602
ENSOCUG00000000308	rabK11	control	kitten	1.8360317924794
ENSOCUG00000000308	rabK12	control	kitten	3.89920413754102
ENSOCUG00000000308	rabK13	RHDV-1_12	kitten	2.94033755877504
ENSOCUG00000000308	rabK14	control	kitten	3.02648420821904
ENSOCUG00000000308	rabK1	RHDV-1_12	kitten	2.07793310069293
ENSOCUG00000000308	rabK2	control	kitten	1.60209317458668
ENSOCUG00000000308	rabK375	RHDV-2_24	kitten	0
ENSOCUG00000000308	rabK376	RHDV-2_24	kitten	0
ENSOCUG00000000308	rabK377	RHDV-2_24	kitten	0
ENSOCUG00000000308	rabK378	RHDV-2_24	kitten	0
ENSOCUG00000000308	rabK379	RHDV-2_12	kitten	0
ENSOCUG00000000308	rabK380	RHDV-2_12	kitten	0
ENSOCUG00000000308	rabK381	RHDV-2_12	kitten	0
ENSOCUG00000000308	rabK3	control	kitten	1.71207541846698
ENSOCUG00000000308	rabK4	RHDV-1_24	kitten	3.64185036277278
ENSOCUG00000000308	rabK5	RHDV-1_12	kitten	3.52762847688633
ENSOCUG00000000308	rabK6	RHDV-1_24	kitten	3.95756532164527
ENSOCUG00000000308	rabK7	RHDV-1_12	kitten	1.89868884950932
ENSOCUG00000000308	rabK8	RHDV-1_24	kitten	2.77696706912303
ENSOCUG00000000308	rabK9	control	kitten	2.25398471867681
ENSOCUG00000000410	rabA130	control	adult	19.0585814846089
